bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
31.0,706,10135.721671388103,75.04329538451013,4.0,2.8242916788972843,696,10134.766522988506,76.4540764494258,4.0,2.8979842889970806,0.95514839959651,0.0
32.0,695,9904.422661870503,69.54748658203496,4.0,2.6380865340196893,710,9903.165492957747,72.65462747562073,4.0,2.7266795815261426,1.2571689127562422,0.0
33.0,703,9683.485775248933,66.37370574604262,5.0,2.503331724293131,685,9684.755839416059,65.17755048478284,5.0,2.4903061949913483,-1.2700641671253834,0.0
34.0,707,9475.715346534653,62.59574989633946,5.0,2.3541554656124775,692,9478.493497109826,62.59013148793512,5.0,2.3793197890348377,-2.7781505751736404,0.0
35.0,675,9282.621481481481,55.76870637339216,5.0,2.1465385091356777,720,9282.947569444445,60.77544320583521,5.0,2.264967039515421,-0.3260879629633564,0.0
36.0,716,9098.726606145252,57.26165005784149,6.0,2.1399683361055826,677,9098.047267355982,55.53972154500613,6.0,2.134564899606113,0.6793387892703322,0.0
37.0,691,8921.952966714905,52.84429852040319,6.0,2.0102918573750657,713,8922.689340813464,54.74453809129236,6.0,2.0501990635841003,-0.7363740985583718,0.0
38.0,704,8755.402698863636,50.799934054685615,6.0,1.914594552661248,700,8755.063928571428,51.42948457534714,6.0,1.9438518034657262,0.33877029220820987,0.0
39.0,704,7682.457741477273,2694.238372786619,5.0,101.54292929898743,687,7635.065502183406,2754.258321159348,5.0,105.08150922171653,47.39223929386662,0.0
40.0,684,1486.7843567251462,3682.3166441243666,0.0,140.7968958759293,714,1554.8865546218487,3748.0221968471305,0.0,140.26620543322957,-68.10219789670259,0.0
41.0,712,10499.937148876405,66.59183827867858,5.5,2.495634650917861,686,10499.75473760933,63.93986593373808,5.0,2.4412354253092508,0.18241126707471267,0.5
42.0,692,10298.934609826589,57.306974551657476,6.0,2.1784842971093235,712,10298.5077247191,58.273036437857186,6.0,2.1838743712092237,0.42688510748848785,0.0
43.0,697,10146.366929698708,39.54754831738597,7.0,1.4979702086269844,693,10145.703463203463,40.20919037831089,7.0,1.5274208381625458,0.6634664952453022,0.0
44.0,705,10043.210283687944,26.20502133914975,8.0,0.9869382006458326,686,10044.03862973761,26.223703583827366,8.0,1.0012256553367136,-0.8283460496659245,0.0
45.0,691,9979.532199710564,14.236599142852201,8.0,0.5415857554157624,712,9980.659058988764,14.87809342461179,8.0,0.5575801246793748,-1.126859278199845,0.0
46.0,807,9948.062577447336,6.046702528045478,8.0,0.21285400999183787,789,9948.819391634981,6.003979043120058,8.0,0.21374731403889058,-0.756814187645432,0.0
47.0,841,9947.543697978597,6.231301228407394,8.0,0.21487245615197909,839,9948.517282479143,6.447846988912176,8.0,0.22260439902514112,-0.9735845005452575,0.0
48.0,853,9980.499120750294,17.90097916252596,8.0,0.6129178527574687,881,9981.69438138479,18.555139715792116,8.0,0.6251385407156106,-1.1952606344966625,0.0
49.0,708,10050.752471751412,27.27114645221483,7.0,1.0249124454945358,676,10051.792899408283,26.612124942425883,7.0,1.0235432670163802,-1.0404276568715431,0.0
50.0,633,5851.299368088467,5001.64251542313,5.0,198.79744250633306,654,5910.75993883792,4991.491906726521,5.0,195.18277897742985,-59.46057074945293,0.0
51.0,668,4671.825973053892,3421.739112347889,10.0,132.39106104027658,681,4772.179515418502,3388.096963596303,10.0,129.83215774462914,-100.3535423646099,0.0
52.0,722,7113.189750692521,23.130449401936357,10.0,0.8608261907369221,689,7113.162191582003,22.007965906884756,10.0,0.8384367264182606,0.02755911051735893,0.0
53.0,698,7035.678366762178,21.84233869007848,10.0,0.8267447119270148,715,7036.857692307693,22.435991514870327,10.0,0.8390585093873318,-1.1793255455149847,0.0
54.0,716,6961.578212290503,21.18735092731305,10.0,0.7918084802762022,691,6963.360709117222,20.38159178521937,10.0,0.7753522925533654,-1.7824968267186705,0.0
55.0,704,6892.289417613636,19.30499270843117,11.0,0.7275842885728755,720,6894.128819444444,19.820337488531415,11.0,0.738660366022395,-1.8394018308081286,0.0
